Perfume;Brand;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5
malbec-absoluto;o-boticario;men;4,23;292;2013;cedar, black pepper, olibanum, cardamom, cassis, violet leaves, bergamot, lime, lemon, mandarin orange;liquor, dried fruits, virginia cedar, indonesian patchouli leaf;leather, amber, benzoin, oak moss, musk;woody;amber;leather;warm spicy;fruity
sophie-like;o-boticario;women;4,23;48;2018;lavender;lavender, angelica, melissa flower;musk, cedar, amber;musky;lavender;powdery;amber;aromatic
vanille-d-iris;ormonde-jayne;unisex;4,23;545;2015;carrot seeds, pink pepper, coriander, sicilian bergamot;orris, osmanthus, jasmine, magnolia;vanilla, tahitian vanilla, vetiver, cedar, amber, musk;powdery;iris;woody;earthy;vanilla
greenley;parfums-de-marly;unisex;4,23;3379;2020;green apple, calabrian bergamot, mandarin orange;petitgrain, cedar, cashmeran, pomarose, violet;oakmoss, musk, amberwood;woody;citrus;fruity;powdery;green
percival;parfums-de-marly;unisex;4,23;3506;2018;lavender, mandarin orange, bergamot, geranium;hedione, violet, jasmine, coriander, cinnamon;ambroxan, amberwood, musk, balsam fir, clearwood;amber;woody;citrus;aromatic;fresh spicy
sedley;parfums-de-marly;unisex;4,23;3060;2019;lemon, mint, bergamot, grapefruit, mandarin orange;lavender, rosemary, geranium, olibanum;ambroxan, sandalowood, cashmeran, vetiver, cedar, patchouli;citrus;aromatic;fresh spicy;woody;amber
babylon;penhaligon-s;unisex;4,23;792;2019;nutmeg, saffron, coriander;cypriol oil or nagarmotha;vanilla, sandalwood, cedar;woody;vanilla;powdery;warm spicy;fresh spicy
polo-blue-gold-blend;ralph-lauren;men;4,23;454;2019;ginger, citron, lime, grapefruit, pepper, cardamom;melon, sage, lavender, green apple;incense, amber, patchouli, vetiver;warm spicy;citrus;amber;aromatic;fresh
qasamat-rasana;rasasi;unisex;4,23;267;2020;apple, bergamot, lemon;cypriol oil or nagarmotha, leather, sandalwood;musk, cedar, amber, agarwood (oud);woody;citrus;powdery;musky;fruity
roberto-cavalli-essenza;roberto-cavalli;women;4,23;332;2015;bitter almond;orange blossom;vanilla absolute;almond;vanilla;white floral;sweet;nutty
fabulous-srinagar;salvador-dali;unisex;4,23;39;2017;kulfi, litchi, plum;suede, vanilla bean, rose;sandalwood, musk;sweet;powdery;musky;fruity;vanilla
zellige-limited-edition-la-fille-de-berlin;serge-lutens;unisex;4,23;66;2020;geranium, rose;palmarosa;honey, patchouli, moss;rose;fresh spicy;aromatic;honey;floral
velorum;tiziana-terenzi;unisex;4,23;168;2017;mandarin orange, ginger, saffron, rose, black pepper, cardamom;passionfruit, almond, tea, lotus, cinnamon, nutmeg, cloves;white chocolate, vanilla, musk, amber, sandalwood, tonka bean, guaiac wood;sweet;fruity;warm spicy;tropical;almond
grey-vetiver-eau-de-toilette;tom-ford;men;4,23;907;2014;iced lemon, grapefruit, bergamot, basil;orris, sage, orange blossom, artemisia;vetiver, oakmoss, musk, amber;citrus;aromatic;earthy;fresh spicy;woody
valentino-uomo-born-in-roma;valentino;men;4,23;3964;2019;mineral notes, violet leaf, salt;ginger, sage;woody notes, vetiver;woody;mineral;ozonic;aromatic;aquatic
valentino-uomo-born-in-roma-rockstud-noir;valentino;men;4,23;173;2023;bergamot;sage;ambergris;aromatic;citrus;herbal;fresh spicy;amber
bombshell-paradise-eau-de-parfum;victoria-s-secret;women;4,23;44;2020;grapefruit, black currant;lily-of-the-valley, flowers;pine, woodsy notes;citrus;woody;floral;fruity;aromatic
vs-him-deepwater;victoria-s-secret;men;4,23;62;2021;ice, bergamot;blue sage;cedar needles;fresh;aromatic;citrus;herbal;woody
xj-1861-zefiro;xerjoff;unisex;4,23;1372;2015;elemi resin, white wine, artemisia, bergamot;cardamom, cinnamon, carnation, iris;incense, woodsy notes, amber, honey;warm spicy;aromatic;amber;woody;balsamic
surfing-puerto-escondido;zara;men;4,23;82;2023;mandarin orange, artemisia, cardamom, saffron;orange blossom, ylang-ylang, mahonial, immortelle;tonka bean, solar notes, musk, benzoin;sweet;citrus;white floral;warm spicy;amber
zara-night-pour-homme-iv;zara;men;4,23;69;2017;bergamot, lemon;leather;bamboo, patchouli;citrus;woody;leather;patchouli;aromatic
creme-brulee;zara;women;4,23;78;2015;coconut milk, peach;caramel, vanilla;sandalwood, heliotrope;vanilla;caramel;sweet;coconut;powdery
wo-01-somewoody;zara;men;4,23;232;2023;lavender, cinnamon;musk, cedarwood, white flowers;woody notes, vanilla, amber;woody;lavender;powdery;musky;vanilla
ascendant-intense;oriflame;men;4,23;65;2021;blood orange, black cardamom, lemon leaf;cinnamon, guarana, clary sage;amber, labdanum, cedar;warm spicy;citrus;amber;aromatic;cinnamon
greater;oriflame;men;4,23;35;2023;pineapple, passionfruit, guava;cinnamon, orange blossom, geranium;guaiac wood, praline, cedarwood;sweet;fruity;tropical;cinnamon;woody
ambre-royal;jardin-boheme;unisex;4,23;31;2022;saffron, cinnamon, frangipani;spices, iris, floral notes;amber, tobacco, white musk, vetiver;warm spicy;amber;cinnamon;tobacco;floral
rose-chic;hayari-parfums;unisex;4,23;88;2015;freesia, buchu or agathosma, mandarin orange;grasse rose, lily-of-the-valley, magnolia;white musk, crystal amber, sandalwood;floral;rose;white floral;citrus;musky
violeta;granado;unisex;4,23;70;2020;carrot seeds, pink pepper, juniper;violet, iris, cedar;ambrette (musk mallow), sandalwood, amber;powdery;violet;woody;iris;musky
parco-palladiano-xiii-quadrifoglio;bottega-veneta;unisex;4,23;62;2018;bergamot, basil, grapefruit;green notes, geranium, hedione;iso e super, incense, coumarin, amberwood;fresh spicy;aromatic;citrus;green;woody
vouloir-etre-ailleurs-c-g;d-orsay;unisex;4,23;226;2020;angelica, lemon leaf;lime (linden) blossom;ac cia, hay, beeswax;floral;green;yellow floral;honey;sweet
change-the-flow;iceberg;men;4,23;151;2022;saffron, ginger, bitter orange;tobacco leaf, leather;sandalowood, cedar;tobacco;leather;warm spicy;woody;sweet
peety;o-driu;unisex;4,23;122;2013;tobacco leaf, rose, moss, jasmine;cinnamon, amber, mandarin orange, bitter orange, pink pepper;patchouli, sandalwood, tonka bean;warm spicy;citrus;woody;tobacco;amber
no-3;victorio-lucchino;women;4,23;137;2015;ivy, citruses, pear;iris flower, lily, rose petals;musk, amber, amyris, woodsy notes;fresh;powdery;green;iris;woody
oud-al-amir;abdul-karim-al-faransi;men;4,23;84;2014;woody notes, caramel;honey, green notes;cambodian oud, fruits;woody;sweet;honey;animalic;caramel
santal-des-indes;amouroud;unisex;4,23;195;2016;incense, absinthe;chinese cedar, curry tree, turkish rose, narcissus;sandalwood, leather, vetiver, musk;woody;warm spicy;aromatic;smoky;amber
golden-oud;amouroud;unisex;4,23;79;2019;champagne, cassis, violet, heliotrope;orris, agarwood (oud), patchouli;musk, myrrh, guaiac wood, tobacco, caramel, madagascar vanilla;powdery;woody;iris;musky;sweet
animale-instinct-homme;animale;men;4,23;39;2016;citruses, lavender;incense, violet leaves, cedar;amber, vetiver, vanilla, leather, labdanum;amber;woody;aromatic;citrus;lavender
oud-maharaji;antonio-visconti;unisex;4,23;31;2015;fenugreek, artemisia, lemon;agarwood (oud), sandalwood, patchouli, cedar;licorice, tobacco, vanilla, ambergris, musk;woody;fresh spicy;sweet;oud;soft spicy
eau-de-nyonya;auphorie;unisex;4,23;84;2016;coconut milk, rice, pandanus, sweet notes;dark chocolate, violet, orris root, benzoin, cinnamon, jasmine sambac, sandalwood;smoke, suede, musk, ambergris;sweet;powdery;warm spicy;tropical;coconut
ryukyu;auphorie;unisex;4,23;31;2019;shiikuwasha, pineapple, roselle, mango;brown sugar, hibiscus, jasmine tea, plumeria;sea salt, coral limestone, tropical fruits, musk, sea notes, gajumaru banyan;sweet;tropical;fruity;marine;salty
blue-sapphire;boadicea-the-victorious;unisex;4,23;593;2013;lemon, chamomile, sage, tagetes, saffron;rose, indian jasmine, magnolia;agarwood (oud), patchouli, amber;aromatic;herbal;oud;floral;citrus
oud-de-carthage;boucheron;unisex;4,23;396;2017;honey, incense;tonka bean, labdanum;agarwood (oud), leather;amber;honey;oud;leather;smoky
perle-de-coco;and-other-stories;women;4,23;131;2019;caramel, red apple;ylang-ylang, jasmine, bamboo;vanilla, milk, sandalwood;vanilla;caramel;sweet;lactonic;woody
mahaba;anfas;unisex;4,23;35;2017;petitgrain;ylang-ylang, jasmine, rose;tonka bean, vanilla;vanilla;sweet;yellow floral;white floral;aromatic
heibah;ard-al-zaafaran;unisex;4,23;39;2022;lemon, mandarin orange, ylang ylang, bergamot;bulgarian rose, tuberose, jasmine, neroli;musk, caramel, sandalwood, cashmere wood, tonka, cinnamon, cedar, amber, patchouli, praline;woody;citrus;musky;white floral;powdery
love-love-love-2018;agatha-ruiz-de-la-prada;women;4,23;39;2018;blueberry, bergamot, mandarin orange, daisy;blackberry, rose, jasmine;musk, sandalwood;fruity;citrus;sweet;rose;musky
potion-royal-black;dsquared2;men;4,23;597;2013;incense, pimento, bergamot;rose, leather, tobacco;guaiac wood, cashmere wood, musk;smoky;rose;amber;woody;leather
agneta;eight-bob;unisex;4,23;84;2022;cardamom, nutmeg, bergamot, black pepper;coffee, incense, agarwood (oud), magnolan;sandalwood, amber, precious woods, musk, ambrocenide;warm spicy;woody;amber;fresh spicy;coffee
autumn-23;ffern;unisex;4,23;30;2023;lemon zest, fig leaf, sichuan pepper, green mandarin, orange peel;indonesian nutmeg, calabrian bergamot, patchouli, geranium, basil, spanish jasmine, tunisian neroli;birch tar, siam benzoin, orris root, virginia cedar, hay, haitian vetiver, spanish labdanum;leather;citrus;iris;powdery;woody
platinum-22;floris;unisex;4,23;100;2022;iris, lime, black currant;black tea, black pepper, violet leaf, clary sage, rose;tonka bean, cedar, amber, musk;iris;powdery;woody;amber;fresh spicy
sword-dancer;haute-fragrance-company-hfc;men;4,23;321;2018;cardamom, bergamot;rum, labdanum, davana;balsam fir, sandalwood, vetiver;woody;aromatic;warm spicy;rum;fresh spicy
minnie-mouse-the-fragrance;house-of-sillage;women;4,23;168;2022;marshmallow, whipped cream;raspberry, caramel, coconut;vanilla, musk, cedar;sweet;vanilla;fruity;powdery;caramel
arcanum;incarna-parfums;unisex;4,23;52;2018;cognac, plum, rose;cognac, oak, tobacco, honey, almond;peru balsam, tolu balsam, moss, amber, myrrh, sandalwood, benzoin;amber;woody;sweet;warm spicy;balsamic
glaros;incarna-parfums;unisex;4,23;35;2019;green notes, ozonic notes, citruses;grass, black currant, sea water, lily-of-the-valley;juniper berries, amber;green;fresh;fruity;aromatic;
euphoria-sensuale;in-the-box;unisex;4,23;43;2019;acai berry, grapefruit, sicilian lemon;iris, apple, rose, jasmine sambac;vanilla, tonka bean, musk, patchouli, cedar;vanilla;fruity;powdery;citrus;rose
santana-bay;jacques-bogart;men;4,23;52;2019;cardamom, pineapple, bergamot;lavender, labdanum, cedar;vanilla, vetiver, patchouli;lavender;aromatic;warm spicy;sweet;vanilla
silver-scent-infinite-silver;jacques-bogart;men;4,23;62;2021;violet leaf, cinnamon, lemon;orange blossom, orris, lavender, geranium;vanilla, cedar, labdanum, patchouli;vanilla;ozonic;white floral;powdery;cinnamon
rose-calisson;l-occitane-en-provence;women;4,23;62;2020;nectarine, mandarin orange;damask rose, may rose, orange blossom;calissons d'aix, virginia cedar;rose;citrus;white floral;sweet;woody
ambre-amande-amber-almond;l-occitane-en-provence;unisex;4,23;56;2020;saffron, coriander;almond, olibanum, lady of the night flower;amber, agarwood (oud), cashmere wood, cypriol oil or nagarmotha;amber;almond;warm spicy;oud;woody
verbena-mint;l-occitane-en-provence;unisex;4,23;158;2013;lemon, grapefruit;verbena, mint;white wood, musk;citrus;aromatic;green;fresh spicy;
verveine-sorbet;l-occitane-en-provence;unisex;4,23;53;2019;grapefruit, lime;verbena, mint, peppermint;musk;citrus;aromatic;green;fresh spicy;
iris-palladium;les-eaux-primordiales;unisex;4,23;79;2024;cardamom, lavender, cilantro;iris, mugwort, violet;sandalwood, vanilla, benzoin, amber, guaiac wood, cedar;woody;powdery;warm spicy;iris;amber
cuir-garamante;mdci-parfums;men;4,23;363;2013;saffron, pink pepper, nutmeg;rose, leather, cyperus esculentus;incense, sandalwood, labdanum, vanilla;leather;warm spicy;rose;woody;amber
ambre-lumiere;molinard;unisex;4,23;310;2014;eucalyptus, coriander, almond, lemon;amber, ylang-ylang, rose;tolu balsam, benzoin, patchouli, musk, vetiver;amber;warm spicy;woody;powdery;aromatic
oud-saffron;orientica-premium;unisex;4,23;133;2021;oriental notes, vanilla;saffron, patchouli;agarwood (oud), musk, guaiac wood;warm spicy;amber;musky;vanilla;oud
exaltant-le-musc-intense;parfums-vintage;unisex;4,23;30;2018;black currant, violet leaf, thyme;blueberry, jasmine, cedar, cinnamon;black currant, suede, oakmoss, leather, vanilla, patchouli, amber;fruity;woody;ozonic;leather;aromatic
desobediente;quem-disse-berenice;women;4,23;119;2018;pear, black pepper, mandarin orange, bergamot, violet;turkish rose, jasmine, jasmine sambac, peach, freesia, lily-of-the-valley;vanilla, patchouli, caramel, tonka bean, musk, amber;vanilla;sweet;citrus;fresh spicy;fruity
golestan;tauer-perfumes;unisex;4,23;282;2022;ylang-ylang, lemon zest, bergamot;tuberose, jasmine, orange blossom, damask rose;ambergris, vanilla, woody notes, patchouli, cistus incanus;white floral;tuberose;woody;animalic;citrus
divine-rose;the-merchant-of-venice;unisex;4,23;31;2016;plum, cinnamon, saffron;rose, white flowers, sandalwood, cashmere wood;benzoin, agarwood (oud), amberwood;warm spicy;amber;fruity;rose;cinnamon
majalis;the-spirit-of-dubai;unisex;4,23;204;2016;strawberry, raspberry, incense, peach, rose, cardamom, olibanum, pink pepper, apple, cacao, coffee, green notes, artemisia, osmanthus, grapefruit;dates, saffron, guaiac wood, patchouli, cloves, powdery notes, flowers, carnation, mate, iris, heliotrope, vetiver;incense, honey, tobacco, agarwood (oud), olibanum, woodsy notes, myrhh, benzoin, labdanum, hay, leather, sandalwood, vanilla, musk;sweet;warm spicy;fruity;amber;woody
haibah;the-spirit-of-dubai;unisex;4,23;47;2017;agarwood (oud), taif rose, saffron, woody notes, spicy notes, leather, peach, apple, pineapple, pear, ginger, bergamot, lime, freesia;agarwood (oud), truffle, amber, moss, rose, may rose, herbal notes, green notes, ylang-ylang, iris, orchid, lily-of-the-valley, white flowers, jasmine;earthy notes, indian oud, guaiac wood, woody notes, patchouli, musk, sandalwood, cedar;oud;earthy;rose;woody;warm spicy
claude-montana;montana;women;4,23;93;2014;jasmine, white peach, bergamot;sandalwood, cedar, rose;tonka bean, musk, amber, labdanum;amber;woody;powdery;musky;white floral
violet-oud;orientica;unisex;4,23;65;2018;pear, peach, citruses;heliotrope, sweet notes, sandalwood;vanilla, woody notes, musk;sweet;powdery;vanilla;woody;fruity
new-york;widian;unisex;4,23;243;2019;yellow mandarin, juniper, pink pepper, lavender, bergamot, coriander, lemon;caramel, rose, geranium, patchouli, akigalawood, jasmine, orris;tonka bean, white musk, white amber, haitian vetiver, tobacco, ambergris, olibanum, vanilla, cypriol oil or nagarmotha;aromatic;amber;fresh spicy;citrus;woody
pureblixx;we-pink;women;4,23;44;2023;lemon, mango, bergamot, bitter orange;jasmine, damask rose, freesia, sandalwood;musk, amber, praline, vanilla;citrus;sweet;tropical;fruity;musky
varens-d-orient-elixir;ulric-de-varens;men;4,23;44;2017;cardamom, cinnamon, lemon;guaiac wood, thyme, fir;amber, musk, cedar, vetiver;warm spicy;aromatic;woody;amber;cinnamon
golden-wood;s-t-dupont;women;4,23;47;2020;pink pepper, bergamot;sandalwood, patchouli;woodsy notes, amber;woody;soft spicy;warm spicy;powdery;
pure-bloom;s-t-dupont;women;4,23;125;2019;sour cherry, pink pepper;tuberose, orange blossom;cashmere wood, patchouli;white floral;tuberose;woody;sweet;cherry
reine-makeda;reine-de-saba;unisex;4,23;53;2022;ambrette (musk mallow), violet leaf, mandarin orange;orris root, jasmine, rose;musk, vanilla, cashmeran, cedar;musky;powdery;floral;woody;iris
bahia;phebo;unisex;4,23;210;2018;solar notes, lavender, litsea cubeba;coconut milk, water lily, benzoin;musk, amber, cedar;coconut;lavender;musky;sweet;amber
solar-blossom;mizensir;unisex;4,23;169;2019;neroli essence, hedione;orange blossom, jasmine;vanilla absolute;white floral;vanilla;citrus;floral;fresh
tres-chere;mizensir;women;4,23;523;2017;orange blossom;sea notes, amber, jasmine;bourbon vanilla, australian sandalwood;white floral;vanilla;powdery;woody;marine
yuki;miya-shinma;unisex;4,23;31;2015;lavender;jasmine, woody notes;vanilla, amber, oakmoss, musk;lavender;vanilla;amber;aromatic;white floral
grand-master;mind-games;unisex;4,23;183;2022;rose water, black currant, peony;may rose, coffee, violet;incense, myrrh, ebony, panettone;amber;warm spicy;rose;smoky;woody
antique;max-philip;unisex;4,23;44;2022;cinnamon, rum, apple;sandalwood, labdanum, iris;amber, praline, tonka bean, moss;warm spicy;cinnamon;amber;rum;sweet
make-me-fever-rose;mahogany;women;4,23;131;2017;passionfruit, bergamot, mandarin orange;rose, violet leaf, lily-of-the-valley, neroli, jasmine, freesia;musk, sandalwood, patchouli, oakmoss, amber, cedar;rose;woody;citrus;powdery;musky
baccara-vanille;les-fleurs-du-golfe;unisex;4,23;43;2019;bergamot;exotic floral notes;amber, vanilla;amber;floral;vanilla;citrus;powdery
kajal-iv;kajal;unisex;4,23;114;2023;cardamom, davana, rum, cassis;leather, jasmine, palm tree;dates, woody notes, vanilla, musk;aromatic;sweet;green;leather;woody
halloween-man-shot;halloween;men;4,23;864;2016;cardamom, daiquiri, black pepper, lemon;iris, sage;vanilla, leather, amberwood;warm spicy;vanilla;iris;powdery;aromatic
salaria;giardino-benessere;unisex;4,23;452;2017;seaweed, myrtle;salt, cedar;musk;marine;aromatic;salty;aquatic;herbal
bonne-chauffe;frapin;unisex;4,23;77;2023;pepper oil, davana;plum, oak, bran;benzoin, vetiver, patchouli, cedarwood;woody;aromatic;warm spicy;amber;fruity
amarena-cherry;fragrenza;unisex;4,23;73;2019;cherry extract, bitter almond, sour cherry;jasmine sambac, syrup, turkish rose;tonka bean, peru balsam, sandalowood, sandalwood, vetiver;sweet;cherry;almond;nutty;amber
fico-d-elba;erbario-toscano;unisex;4,23;122;2015;fig leaf, ivy;coconut, fig, galbanum;fig tree, bitter almond, sandalwood;green;woody;fresh;sweet;lactonic
bravo-monsieur;el-ganso;men;4,23;449;2019;violet, cardamom, incense, pomelo;papyrus, iris, lavender, geranium;sandalwood, cashmere wood, musk, vanilla;woody;powdery;warm spicy;violet;aromatic
dark-horse;dame-perfumery;unisex;4,23;257;2015;cinnamon, bergamot, lemon;cloves, carnation, rose, jasmine;vanilla, guaiac wood, vetiver, musk;warm spicy;citrus;woody;aromatic;cinnamon
byzantine-amber;francesca-bianchi;unisex;4,23;268;2023;cinnamon, bergamot;geranium;leather, incense, labdanum, styrax, ambergris, benzoin;amber;warm spicy;balsamic;leather;smoky
timeless;clive-christian;unisex;4,23;71;2022;bitter orange, lime, ginger;mint, lavender, coriander, nutmeg;musk, amber, vetiver, leather;citrus;aromatic;green;fresh spicy;warm spicy
fleur-noir;caline;women;4,23;39;2020;mandarin orange, nashi pear, pink pepper;coffee, almond, orange blossom, jasmine;amber, vanilla, patchouli, cedar;coffee;warm spicy;white floral;amber;woody
vermeil-2022;bienaime;unisex;4,23;60;2022;carrot seeds, aldehydes;iris, violet, rose, raspberry;heliotrope, white musk, sandalwood, tolu balsam;powdery;violet;iris;musky;woody
odyssey-tyrant-special-edition;armaf;men;4,24;67;2023;grapefruit, citruses;geranium, elemi, lavender, pepper;ambroxan, cedar, vetiver, woody notes;citrus;fresh spicy;aromatic;amber;woody
lovely-dreamer;bath-body-works;women;4,24;162;2018;bergamot;iris;musk, white woods;powdery;musky;iris;woody;citrus
fantasy-sheer;britney-spears;women;4,24;193;2021;citruses water, litchi, quince;water lily, lily-of-the-valley;cupcake, white musk, iris, woodsy notes;sweet;fruity;fresh;citrus;floral
burberry-her-petals;burberry;women;4,24;110;2023;wild berries;violet, jasmine;amber;fruity;amber;violet;woody;powdery
my-burberry-black-parfum-limited-edition;burberry;women;4,24;46;2017;jasmine;peach, rose;patchouli, amber;fruity;rose;amber;white floral;patchouli
zahira;bvlgari;women;4,24;133;2015;cinnamon;ylang-ylang;benzoin;yellow floral;warm spicy;cinnamon;amber;sweet
i-don-t-need-a-prince-by-my-side-to-be-a-princess;by-kilian;unisex;4,24;4035;2018;lemon;green tea, ginger, peach, hedione, jasmine, apple;marshmallow, vanilla, benzoin;sweet;vanilla;powdery;warm spicy;fresh
gold-knight;by-kilian;men;4,24;899;2017;anise, bergamot;honey, vanilla;patchouli;honey;sweet;anis;soft spicy;vanilla
reine-de-nuit-2019;byredo;unisex;4,24;483;2019;black currant, saffron;rose, incense;patchouli, ambrette (musk mallow);warm spicy;rose;fruity;woody;floral
212-vip-black;carolina-herrera;men;4,24;2193;2017;absinthe, anise, fennel;lavender;black vanilla husk, musk;aromatic;vanilla;soft spicy;anis;musky
212-vip-men-party-fever;carolina-herrera;men;4,24;368;2018;red apple, citruses, ginger, juniper berries, tamarind;cannabis, geranium, freesia;tonka bean, cedar, musk, vetiver, olibanum;aromatic;fresh spicy;citrus;cannabis;warm spicy
ch-queens;carolina-herrera;women;4,24;124;2019;pink grapefruit, seaweed, neroli;coconut, ylang-ylang, peony;vanilla, sandalwood;vanilla;coconut;sweet;yellow floral;woody
bergamot-bloom;carolina-herrera;unisex;4,24;71;2017;bergamot, lemon, ginger;jasmine, pink pepper;ambroxan, vetiver, patchouli;citrus;aromatic;white floral;woody;warm spicy
1957-eau-de-parfum;chanel;unisex;4,24;1431;2019;white musk, aldehydes, bergamot, pink pepper, coriander;white musk, orange blossom, jasmine;white musk, orris, cashmeran, honey, cedar, vanilla;powdery;musky;iris;aldehydic;white floral
coach-leatherware-no-01;coach;men;4,24;33;2013;saffron, citruses, coriander;green notes, nutmeg;leather, woody notes;leather;animalic;citrus;warm spicy;aromatic
aventus-cologne;creed;men;4,24;2102;2018;mandarin orange, ginger, pink pepper;vetiver, patchouli, sandalwood;musk, birch, tonka bean, styrax;citrus;woody;musky;warm spicy;leather
miss-dior-blooming-bouquet-roller-pearl;dior;women;4,24;343;2018;sicilian mandarin, bergamot;peony, damask rose, peach, apricot;white musk;rose;floral;citrus;fresh;fruity
orpheon-eau-de-parfum;diptyque;unisex;4,24;2184;2021;juniper berries;jasmine;powdery notes, cedar, tonka bean;powdery;woody;aromatic;fresh spicy;white floral
velvet-bergamot;dolce-gabbana;men;4,24;154;2014;bergamot, orange blossom, petitgrain;clary sage;vetiver, ambrette (musk mallow);citrus;aromatic;white floral;fresh spicy;woody
atlas-fever;ex-nihilo;unisex;4,24;507;2017;incense, red berries;narcissus;vanilla, tonka bean, sandalwood, oak, guaiac wood, cedar;woody;vanilla;amber;powdery;balsamic
armani-code-profumo;giorgio-armani;men;4,24;4883;2016;cardamom, green apple, green mandarin;nutmeg, lavender, orange blossom;tonka bean, amber, leather;amber;vanilla;warm spicy;aromatic;leather
a-milano;giorgio-armani;unisex;4,24;41;2021;citruses, citron, elemi;wild lavender, cypress;orris root, white musk;citrus;aromatic;fresh;iris;fresh spicy
flora-gorgeous-orchid;gucci;women;4,24;51;2024;vanilla;vanilla orchid;ozonic notes;vanilla;floral;ozonic;powdery;sweet
a-reason-to-love;gucci;unisex;4,24;84;2022;damask rose, peony, cardamom;damask rose, agarwood (oud);tolu balsam;rose;floral;oud;fresh;amber
patchouli-ardent;guerlain;unisex;4,24;661;2020;fig, pink pepper, black pepper;patchouli, turkish rose, cedar;leather, musk;woody;patchouli;rose;leather;warm spicy
shalimar-souffle-intense;guerlain;women;4,24;1444;2017;bergamot, lemon, mandarin orange;orange blossom, jasmine;indian vanilla, tahitian vanilla, benzoin, white musk;citrus;vanilla;white floral;amber;powdery
boss-bottled-collector-eau-de-parfum;hugo-boss;men;4,24;72;2021;apple, bergamot, black pepper;cardamom, cinnamon, chestnut;vetiver, musk;warm spicy;cinnamon;aromatic;fruity;citrus
boss-the-scent-absolute;hugo-boss;men;4,24;1015;2019;ginger;maninka;vetiver;warm spicy;fruity;aromatic;woody;earthy
boss-the-scent-private-accord;hugo-boss;men;4,24;1338;2018;ginger, bergamot;maninka, coffee, pepper, pineapple;cacao, woody notes, vanilla, patchouli, amberwood, benzoin;warm spicy;cacao;woody;coffee;vanilla
psychedelic-love;initio-parfums-prives;unisex;4,24;2718;2017;ylang-ylang, bergamot;heliotrope, hedione, bulgarian rose;myrrh, sandalwood;powdery;woody;floral;amber;yellow floral
l-eau-d-issey-pour-homme-yuzu;issey-miyake;men;4,24;315;2014;yuzu, citron, mandarin orange;ginger, nutmeg;vetiver, cedar;citrus;woody;fresh spicy;warm spicy;green
encre-noire-a-l-extreme;lalique;men;4,24;5924;2015;cypress, elemi resin, bergamot;haitian vetiver, vetiver, incense, orris;benzoin, sandalwood, patchouli;woody;aromatic;amber;balsamic;warm spicy
tresor-midnight-rose-elixir-d-orient;lancome;women;4,24;152;2015;raspberry, black currant, pink pepper;rose, peony, jasmine;agarwood (oud), cedar, patchouli, vanilla;fruity;rose;floral;oud;sweet
adeeb;lattafa-perfumes;unisex;4,24;129;2020;tobacco, cinnamon, vanilla;thyme, spices, agarwood (oud), herbal notes, smoke, cloves;patchouli, cedar, sandalwood, musk, black amber;woody;warm spicy;aromatic;oud;patchouli
ra-ed-silver;lattafa-perfumes;unisex;4,24;311;2021;citruses, spices, mandarin orange;cinnamon, amber, cloves, saffron;vanilla, musk, leather, ambergris, agarwood (oud);warm spicy;citrus;vanilla;amber;powdery
eternal-oud;lattafa-perfumes;unisex;4,24;1065;2022;plum, grapefruit;heliotrope, orchid;amber, benzoin, vanilla, labdanum, tonka bean, agarwood (oud);amber;vanilla;sweet;powdery;fruity
le-parfum-de-lolita-lempicka;lolita-lempicka;women;4,24;140;2016;vanilla, licorice, lemon;anise, violet, jasmine, cedar;tonka bean, labdanum, benzoin;vanilla;soft spicy;amber;sweet;anis
evil-angel-a-k-a-28-09;lorenzo-pazzaglia;unisex;4,24;319;2022;tropical fruits, fruity notes, mint, citruses, lime, wormwood, cashmere wood, petitgrain paraguay, oak, rain notes, musk;rum, citron, coconut, cinnamon, whiskey, black locust;vanilla, bourbon vanilla, iso e super, sandalwood, tobacco, cedar, myrrh;woody;citrus;fruity;sweet;aromatic
van-py-rhum;lorenzo-pazzaglia;unisex;4,24;470;2022;bourbon vanilla, madagascar vanilla, tahitian vanilla, vanilla, rum, tonka bean;vanilla, caramel, patchouli, white flowers;black vanilla husk, rum, indonesian patchouli leaf, agarwood (oud);vanilla;sweet;caramel;rum;woody
karat;maison-alhambra;unisex;4,24;41;2022;peach, pear, passionfruit, raspberry, herbal notes, earthy notes, cassis;lily of the valley;musk, vanilla, sandalwood, patchouli, heliotrope;fruity;sweet;powdery;musky;vanilla
toscano-leather;maison-alhambra;unisex;4,24;474;2022;animal notes, saffron, thyme;leather, woody notes, incense, raspberry, jasmine;leather, amber;leather;animalic;amber;smoky;woody
by-the-fireplace;maison-martin-margiela;unisex;4,24;15275;2015;cloves, pink pepper, orange blossom;chestnut, guaiac wood, juniper;vanilla, peru balsam, cashmeran;woody;vanilla;balsamic;warm spicy;amber
explorer;montblanc;men;4,24;10917;2019;bergamot, pink pepper, clary sage;haitian vetiver, leather;ambroxan, akigalawood, indonesian patchouli leaf, cacao pod;woody;citrus;aromatic;amber;musky
black-meisterstuck;montblanc;men;4,24;33;2024;incense;amber;vetiver;amber;smoky;balsamic;warm spicy;woody
